occurrenceID,materialEntityID,basisOfRecord,datasetName,institutionCode,catalogNumber,materialEntityCategory,materialEntityType,taxonID,scientificName,scientificNameAuthorship,originalNameUsage,higherClassification,locationID,locality,island,islandGroup,country,countryCode,decimalLatitude,decimalLongitude,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,associatedReferences,materialEntityRemarks,occurrenceRemarks,taxonRemarks,locationRemarks,dynamicProperties
MAS-SP-0028,MAS-SP-0028,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV A 364,fossil,Cast of pelvis and sacrum,MAS-TAX-0007,Plotus nanus,"Newton & Gadow, 1893","Plotus nanus Newton & Gadow, 1893",,MAS-LOC-0005,Mauritius,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/ | https://data.nhm.ac.uk/object/13324949-6fc4-419f-8c2a-cc34376c2315/1789031152519,checked and verified,"Plotus nanus Newton & Gadow, 1893. CAST OF HOLOTYPE. Quaternary, Pleistocene - Holocene. Mauritius. Exchange, Cambridge Museum of Comparative Anatomy, /11/1893",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification.","{""evidenceConfidence"":""A"",""photographAvailable"":""No"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0029,MAS-SP-0029,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV A 365,fossil,Cast of left humerus,MAS-TAX-0007,Plotus nanus,"Newton & Gadow, 1893","Plotus nanus Newton & Gadow, 1893",,MAS-LOC-0005,Mauritius,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/ | https://data.nhm.ac.uk/object/84949480-3563-46ee-9cb2-d6d9f186869a/1789031152519,checked and verified,"Plotus nanus Newton & Gadow, 1893. CAST OF HOLOTYPE. Quaternary, Pleistocene - Holocene. Mauritius. Exchange, Cambridge Museum of Comparative Anatomy, /11/1893",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification.","{""evidenceConfidence"":""A"",""photographAvailable"":""No"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0030,MAS-SP-0030,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV A 366,fossil,Cast of left coracoid,MAS-TAX-0008,Butorides mauritianus,"Gunther & Newton, 1879","Butorides mauritianus Gunther & Newton, 1879",,MAS-LOC-0005,Mauritius,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/ | https://data.nhm.ac.uk/object/e1c3e698-caaf-45f3-b8d9-31f6e9d6402f/1789031152519,checked and verified,"Butorides mauritianus Gunther & Newton, 1879. CAST OF HOLOTYPE. Quaternary, Pleistocene - Holocene. Mauritius. Exchange, Cambridge Museum of Comparative Anatomy, /11/1893",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification.","{""evidenceConfidence"":""A"",""photographAvailable"":""No"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0031,MAS-SP-0031,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV A 367,fossil,Cast of left metatarsus,MAS-TAX-0008,Butorides mauritianus,"Gunther & Newton, 1879","Butorides mauritianus Gunther & Newton, 1879",,MAS-LOC-0005,Mauritius,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/ | https://data.nhm.ac.uk/object/0fdfe39b-c0dc-4936-9ffb-b33b9bfc167a/1789031152519,checked and verified,"Butorides mauritianus Gunther & Newton, 1879. CAST OF HOLOTYPE. Quaternary, Pleistocene - Holocene. Mauritius. Exchange, Cambridge Museum of Comparative Anatomy, /11/1893",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification.","{""evidenceConfidence"":""A"",""photographAvailable"":""No"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0032,MAS-SP-0032,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV A 368,fossil,"No description in register, but it's a carpometacarpus (fig 9-10, pl XXXIV, Newton & Gadow, 1893)",MAS-TAX-0009,Sarcidiornis mauritianus,"Newton & Gadow, 1893","Sarcidiornis mauritianus Newton & Gadow, 1893",,MAS-LOC-0005,Mauritius,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/ | https://www.biologicaldiversity.org/campaigns/global_owl_project/descriptions/Fossil_owls/Newton%20&%20Gadow%201893.pdf,checked and verified,"Sarcidiornis mauritianus Newton & Gadow, 1893. HOLOTYPE. Quaternary, Pleistocene - Holocene. Mauritius. Exchange, Cambridge Museum of Comparative Anatomy, /11/1893",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification.","{""evidenceConfidence"":""A"",""photographAvailable"":""Yes"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0033,MAS-SP-0033,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV A 369,fossil,Plaster cast of anterior end of sternum,MAS-TAX-0010,Anas theodori,"Newton & Gadow, 1893","Anas theodori Newton & Gadow, 1893",,MAS-LOC-0005,Mauritius,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/ | https://data.nhm.ac.uk/object/969e9f41-f524-4f8a-a98a-3833f166e6e3/1789031152519,checked and verified,"Anas theodori Newton & Gadow, 1893. CAST OF HOLOTYPE. Quaternary, Pleistocene - Holocene. Mauritius. Exchange, Cambridge Museum of Comparative Anatomy, /11/1893",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification.","{""evidenceConfidence"":""A"",""photographAvailable"":""No"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0034,MAS-SP-0034,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV A 370,fossil,Cast of end of premaxilla,MAS-TAX-0011,Fulica newtonii,"Milne-Edwards, 1867","Fulica newtonii Milne-Edwards, 1867",,MAS-LOC-0005,Mauritius,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/ | https://data.nhm.ac.uk/object/97e00b7e-9228-4d2b-a9a2-b699e65dd34e/1789031152519,checked and verified,"Fulica newtonii Milne-Edwards, 1867. CAST OF FIGURED SPECIMEN. Quaternary, Pleistocene - Holocene. Mauritius. Exchange, Cambridge Museum of Comparative Anatomy, /11/1893",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification.","{""evidenceConfidence"":""A"",""photographAvailable"":""No"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0035,MAS-SP-0035,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV A 371,fossil,Cast of anterior region of sternum,MAS-TAX-0012,Aphanapteryx bonasia,"(Sélys-Longchamps, 1848)","Aphanapteryx broecki Schlegel, 1854",Aves: Gruiformes: Rallidae,MAS-LOC-0005,Mauritius,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/ | https://data.nhm.ac.uk/object/33429de7-ef95-4938-a945-66d40a7e6a6c/1789031152519,checked and verified,"Aphanapteryx broecki Schlegel, 1854. CAST OF FIGURED SPECIMEN. Quaternary, Pleistocene - Holocene. Mauritius. Exchange, Cambridge Museum of Comparative Anatomy, /11/1893",NHMUK raw identification retained in original_name. Hume (2019) treats historical broeckei/broecki names as synonyms of Aphanapteryx bonasia; current nomenclature should still be checked during taxonomic review.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification.","{""evidenceConfidence"":""A"",""photographAvailable"":""No"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""taxonEvidenceConfidence"":""B"",""extinctionStatus"":""Extinct"",""taxonSynonyms"":""Aphanapteryx broecki Schlegel, 1854; Didus broeckei Schlegel, 1854"",""taxonIsland"":""Mauritius""}"
MAS-SP-0036,MAS-SP-0036,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV A 9064,fossil,left and right tarsometatarsal,MAS-TAX-0002,Pezophaps solitaria,,Pezophaps solitaria,,MAS-LOC-0006,,Rodrigues,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/ | https://data.nhm.ac.uk/object/57fbda96-4cbb-46f9-a94f-c582a455a60b/1789031152519,checked and verified,"Pezophaps solitaria. Quaternary, Holocene. Indian Ocean",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,NHMUK locality mapping has no named locality; retained for specimen linkage and requires resolution.,"{""evidenceConfidence"":""A"",""photographAvailable"":""No"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0037,MAS-SP-0037,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV A 3297,fossil,,MAS-TAX-0003,Lophopsittacus mauritianus,"Owen, 1866","Lophopsittacus mauritianus Owen, 1866",,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Lophopsittacus mauritianus Owen, 1866. Quaternary, Pleistocene. Mare aux Songes, Mauritius",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""taxonSynonyms"":""Psittacus mauritianus""}"
MAS-SP-0038,MAS-SP-0038,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV A 1350,fossil,,MAS-TAX-0001,Raphus cucullatus,"(Linnaeus, 1758)",Raphus cucullatus,,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Raphus cucullatus (Linnaeus, 1758). Quaternary, Pleistocene. Mare aux Songes, Mauritius",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified. Duplicate taxon record MAS-TAX-0013 was merged during database cleanup.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0039,MAS-SP-0039,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV A 901,fossil,,MAS-TAX-0001,Raphus cucullatus,"(Linnaeus, 1758)",Raphus cucullatus,,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Raphus cucullatus (Linnaeus, 1758). Quaternary, Pleistocene. Mare aux Songes, Mauritius. Purchase, Miss E E. Clark; Clark, /07/1910",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified. Duplicate taxon record MAS-TAX-0013 was merged during database cleanup.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0041,MAS-SP-0041,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV A 435,fossil,,MAS-TAX-0001,Raphus cucullatus,"(Linnaeus, 1758)",Raphus cucullatus,,MAS-LOC-0005,Mauritius,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Raphus cucullatus (Linnaeus, 1758). Quaternary, Pleistocene - Holocene. Mauritius. Presented, Sir Charles C. Lees; b.11/03/1837; d.26/07/1898; Lees, /04/1892",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified. Duplicate taxon record MAS-TAX-0013 was merged during database cleanup.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0042,MAS-SP-0042,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV A 372,fossil,,MAS-TAX-0001,Raphus cucullatus,"(Linnaeus, 1758)",Raphus cucullatus,,MAS-LOC-0005,Mauritius,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,"Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: FIGURED, CAST OF FIGURED SPECIMEN. Age retained as reported by NHM. 'FIGURED'/'CAST OF FIGURED SPECIMEN' is not interpreted as current photograph availability.","Raphus cucullatus (Linnaeus, 1758). CAST OF FIGURED SPECIMEN. Quaternary, Pleistocene - Holocene. Mauritius. Exchange, Cambridge Museum of Comparative Anatomy, /11/1893",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified. Duplicate taxon record MAS-TAX-0013 was merged during database cleanup.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0043,MAS-SP-0043,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV A 430,fossil,,MAS-TAX-0001,Raphus cucullatus,"(Linnaeus, 1758)",Raphus cucullatus,,MAS-LOC-0005,Mauritius,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Raphus cucullatus (Linnaeus, 1758). Quaternary, Pleistocene - Holocene. Mauritius. Presented, Sir Charles C. Lees; b.11/03/1837; d.26/07/1898; Lees, /04/1892",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified. Duplicate taxon record MAS-TAX-0013 was merged during database cleanup.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0044,MAS-SP-0044,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV A 431,fossil,,MAS-TAX-0001,Raphus cucullatus,"(Linnaeus, 1758)",Raphus cucullatus,,MAS-LOC-0005,Mauritius,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Raphus cucullatus (Linnaeus, 1758). Quaternary, Pleistocene - Holocene. Mauritius. Presented, Sir Charles C. Lees; b.11/03/1837; d.26/07/1898; Lees, /04/1892",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified. Duplicate taxon record MAS-TAX-0013 was merged during database cleanup.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0045,MAS-SP-0045,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV A 432,fossil,,MAS-TAX-0001,Raphus cucullatus,"(Linnaeus, 1758)",Raphus cucullatus,,MAS-LOC-0005,Mauritius,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Raphus cucullatus (Linnaeus, 1758). Quaternary, Pleistocene - Holocene. Mauritius. Presented, Sir Charles C. Lees; b.11/03/1837; d.26/07/1898; Lees, /04/1892",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified. Duplicate taxon record MAS-TAX-0013 was merged during database cleanup.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0046,MAS-SP-0046,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV A 433,fossil,,MAS-TAX-0001,Raphus cucullatus,"(Linnaeus, 1758)",Raphus cucullatus,,MAS-LOC-0005,Mauritius,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Raphus cucullatus (Linnaeus, 1758). Quaternary, Pleistocene - Holocene. Mauritius. Presented, Sir Charles C. Lees; b.11/03/1837; d.26/07/1898; Lees, /04/1892",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified. Duplicate taxon record MAS-TAX-0013 was merged during database cleanup.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0047,MAS-SP-0047,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV A 434,fossil,,MAS-TAX-0001,Raphus cucullatus,"(Linnaeus, 1758)",Raphus cucullatus,,MAS-LOC-0005,Mauritius,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Raphus cucullatus (Linnaeus, 1758). Quaternary, Pleistocene - Holocene. Mauritius. Presented, Sir Charles C. Lees; b.11/03/1837; d.26/07/1898; Lees, /04/1892",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified. Duplicate taxon record MAS-TAX-0013 was merged during database cleanup.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0048,MAS-SP-0048,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV A 436,fossil,,MAS-TAX-0001,Raphus cucullatus,"(Linnaeus, 1758)",Raphus cucullatus,,MAS-LOC-0005,Mauritius,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Raphus cucullatus (Linnaeus, 1758). Quaternary, Pleistocene - Holocene. Mauritius. Presented, Sir Charles C. Lees; b.11/03/1837; d.26/07/1898; Lees, /04/1892",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified. Duplicate taxon record MAS-TAX-0013 was merged during database cleanup.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
